"IMF_SBA","IMF_PRGF_ESF","IMF_All","GDP_pctchng","IP_pctchng","FX_FebSep_chng","FX_JunJun_chng","Equity_SepFeb_chng","Equity_SepFeb_Sharpe","Equity_JunJun_chng","Equity_JunJun_Sharpe","EquityVarDummy","FXVarDummy","GDPVarDummy","IPVarDummy","fx_res_index","Savings_pct_GNI","AgriExports_pct_MerchExp","AgriImp_pct_MerchImp","AgriValueAdd_pct_GDP","AgriValueAdd_pct_Growth","Aid_pct_GNI","BankLiquidRestoAss","BusinessDisclosure","ReservesChangesUSD","ClaimsOnGovOtherPublicLCU","ClaimOnGov_pct_anngrowth","ClaimsOnPriv_pct_anngrowth","CPIlevel","CreditDepthofInfo","CA_pct_GDP","CAUSD","CurrentTransfersReceiptsUSD","ExtDebtServicePPGIMF_pct_Exports","ExtDebtServicePPGUSD","ExtDebtServiceTotalUSD","DepositInterestRate","domesticcreditbybanks_pct_gdp","domesticcredittotal_pct_gdp","ExportsAsCapacityToImport","Exports_pct_GDP","Exports_pct_GrowthAnn","ExportsUSDBoP","Exports2000USD","ExportsconstantLCU","ExportscurrentLCU","ExportsUSD","ExportsAndIncomeBoPUSD","TradeBalance_pct_GDP","TradeBalanceLCUconst","TradeBalanceLCUcurrent","TradeBalanceUSDcurrent","Consumption_pct_GDP","FinancingViaInterCapMarkets_pct_GDP","FoodExp_pct_Exp","FoodImp_pct_Imp","FDIcurrentUSD","FDIinflows_pct_GDP","FDIinflowsUSD","FDIoutflows_pct_GDP","GDPUSD2000","GDPLCUconstant","GDPLCUcurrent","GDPcurrentUSD","GDPdeflator","GDPgrowth_pct_","GDPpercapita2000USD","GDPpercapitaLCUconstant","GDPpercapitaCurrentUSD","GDPpercapitaGrowth","GDPpercapitaPPP2005USD","GDPpercapitaPPPcurrentUSD","GDPPPP2005USD","GDPPPPcurrentUSD","GovExp_pct_GDP","GovExp_pct_Growth","GovExp2000USD","GovExpconstnantLCU","GovExpcurrentLCU","GovExpcurrentUSD","GNIcurrentLCU","GNIUSD","GNIPPPUSD","GoodsExpUSD","GoodsImpUSD","Investment_pct_GDP","Investment_pct_growth","SavingsDomestic_pct_GDP","SavingsGross_pct_GDP","SavingsGross_pct_GNI","SavingsGrossLCUcurrent","SavingsGrossUSD","Consumption_pct_Growth","ConsumptionUSD2000","ConsumptionLCUconstant","ConsumptionLCUcurrent","ConsumptionUSD","Imports_pct_GDP","Imports_pct_Growth","ImportsBoPUSD","ImportsUSD2000","ImportsLCUconstant","Importscurrent","ImportsUSD","ImportsandIncomeBoPUSD","dontuse10","GDPdeflator_pct_annual","LendingMinusDepositRate","LendingRate","M3_pct_GDP","ManufactureExports_pct_Total","ManufactureImports_pct_total","StockMarketCap_pct_GDP","StockMarkCapUSDcurrent","ExportsMerchUSD","ImportsMerchUSD","MerchandiseTrade_pct_GDP","M1LCU","M2LCU","M2_pct_GDP","M2toTotal_Reserves","M2growth_pct_","MultilateralDebtService_pct_PPGDebtService","MultilateralDebtServUSD","CapitalAccountUSD","CurrentTransfersUSD","DomesticCreditLCU","FinancialFlowsUSD","ForeignAssetsNetLCUcurrent","IncomeNetBoPUSD","IncomefromabroadLCUcurrent","IncomefromabroadUSDcurrent","PortfolioInvBondsUSD","PortfolioInvEquityUSD","other","DebtExternalPVof_pct_Exports","DebtExternalPV_pct_GNI","DebtExternalPVUSD","DebtServicePPG_pct_Exports","DebtServicePPG_pct_GNI","quasi_liq_liab_pct_GDP","REER","RealInterestRate","ServiceExportsUSD","ServiceImportsUSD","DebtST_pct_Exports","DebtST_pct_TotalExternal","DebtST_pct_Reserves","LegalRightsIndex","TermsofTradeAdjustment","DebtService_pct_GNI","Reserves_pct_ExtDebt","ReservesUSD","ReservesInMonthsImports","ReservesLessGold","Services_pct_GDP","Unemployment_pct_","IMFcreditUSD","RemittancesPaidUSD","RemittancesReceived_pct_GDP","RemittancesReceivedUSD","RemittancesNetUSD","GDPgrowth2007","GDPGrowthLast5yrs","GDPGrowthLastTenYears","CPI2007","CPIAvLast5Years","CPIAvLast10Years","CA2007_pct_GDP","CAAvLast5Yrs_pct_GDP","CAAvLast10yrs_pct_GDP","WDIDummy","EuroArea","peg","financiallyclosed","LowIncome","MiddleIncome","UpperIncome","OECD","SouthAsia","EuropeCentralAsia","MENA","EAPacific","SubSaharan","LatAmCarribean","NorthAmerica","Equity5yr_pct_chng","Equity5yrSharpe","REER5yr_pct_rise","REERDevFrom10yrAv","credit_domestic_pct_gdp","credit_domestic_pctGDP_5yr_rise","credit_domestic_pctGDP_10yr_rise","m3_5yr_chng","m2_5yr_chng"
"Latvia",1,0,1,-0.187274809,-0.141424273,-0.117846318,-0.108032689,-0.573667975,-3.588715875,-0.53266632,-3.332220312,1,1,1,1,-0.01140874,1.5894,15.5297,2.7575,3.2763,8.1794,NA,8.2705,5,-648506761.8,126000000,-2.0974,59.1539,117.3014,4,-22.5437,-6484900000,2035300000,0.8923,119437000,9808013000,6.0625,89.5202,88.6677,3947117412,41.9292,12.4755,11897800000,6060511129,3675700000,6197100000,12061307902,13385600000,-19.1314,-2072400000,-2827600000,-5503308680,83.9884,7.371,13.3504,10.4518,1912600000,7.812,2247200000,1.1632,14330842539,8691656000,14779900000,28765862203,170.047,9.9776,6296.2271,3818.6617,12638.2242,10.5501,16268.6743,17341.7134,37029129632,39471473921,17.1896,5.6191,2008244023,1218000000,2540600000,4944725574,14291141000,27814599066,38166185109,8226800000,15125400000,35.143,12.3406,16.0116,14.1383,14.6219,2089632122,4067014640,15.2734,10290024732,6240900000,9050300000,17614441417,61.0606,16.8574,17827500000,9477493817,5748100000,9024700000,17564616582,20252200000,10.1072,20.2951,4.8467,10.9092,43.2209,60.2299,70.4905,10.8164,3111430000,8328649040,15343726280,82.2933,3934000000,6388000000,40.643,2.1582,13.5443,49.6839,59341000,578800000,381700000,13231000000,-452000,-4234873942,-936900000,-488759000,-951263137.4,0,-12800000,-657700000,373.3783,192.4728,39262218190,0.8923,0.4294,16.6036,NA,-7.8024,3671000000,2702100000,124.5636,42.3861,289.4723,9,271417412.2,35.2621,14.6425,5760724075,3.4134,5553370450,22.1551,5.96,0,45000000,1.9186,551900000,1700000,9.9776,9.7371,7.95373,10.1072,6.50566,4.65958,-22.5437,-15.73566,-11.64417,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2.035696073,1.573857401,NA,NA,0.895202268,0.538164761,0.753468287,10.31736886,10.47183117
"Least_developed_countries_UN_classification",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,13.9418,NA,NA,25.1499,4.5262,NA,15.7604,4.1739,NA,NA,NA,NA,113.9479,0.6957,NA,-3105170268,NA,6.6657,NA,NA,NA,20.3115,17.2896,NA,26.1223,NA,138000000000,NA,NA,NA,145000000000,141000000000,-9.3072,NA,NA,NA,NA,2.4294,NA,NA,NA,3.0995,12743240371,NA,285000000000,NA,NA,443000000000,NA,7.843,357.9328,NA,556.2791,5.3967,1192.5345,1267.6742,950000000000,1010000000000,8.9737,NA,NA,NA,NA,42443925889,NA,425000000000,998000000000,122000000000,112000000000,23.7815,11.6569,14.5903,20.9158,23.5296,NA,NA,6.4279,200000000000,NA,NA,272000000000,35.4295,NA,152000000000,NA,NA,NA,151000000000,176000000000,NA,7.0797,9.8437,NA,31.202,NA,NA,NA,14048547000,129000000000,124000000000,59.7891,NA,NA,29.1559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95900000,NA,NA,NA,NA,6.6069,2.2645,19.407,NA,NA,16536961077,40370195166,12.4927,NA,35.6708,3.6739,NA,2.5186,40.2497,53857789120,4.7603,53093006774,14.3826,NA,NA,2606787000,5.6907,17333870000,NA,7.843,6.86708,5.79212,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebanon",0,0,0,NA,NA,-0.001330451,0.002827208,-0.402253575,-1.659451496,-0.303089528,-1.250361466,1,1,0,0,0.34924977,-11.7257,NA,NA,6.4124,1,3.6878,33.0196,9,664817437.3,40900000000000,0.4137,4.8596,NA,5,-5.6408,-1395051663,5218505595,20.7073,3987160000,4541250000,7.9742,184.0224,74.3942,7580000000000,24.9308,6.5974,17069683815,4492784840,6870000000000,9290000000000,6165720208,20182507060,-24.1674,-8060000000000,-9010000000000,-5976925673,106.5025,11.6481,NA,NA,1882904007,11.5019,2844560000,3.4292,21946122815,34700000000000,37300000000000,24731317683,107.3269,7.5,5356.5333,8478556.179,6036.3339,6.4039,10003.9885,10593.3905,40987099253,43401923979,14.4507,2.0042,3229399944,4860000000000,5390000000000,3573844875,38400000000000,25473117683,44703736831,4076715600,11926428273,17.6649,36.6702,-6.5025,3.9787,3.8628,1480000000000,983981316.4,-0.7985,18188095467,30400000000000,33700000000000,22386568697,49.0983,8.9094,21914661212,8889596450,14900000000000,18300000000000,12142645881,24285678370,NA,3.9291,2.2817,10.2558,241.6948,NA,NA,43.9039,10858010000,3574000000,12251000000,63.9877,3580000000000,90100000000000,228.3444,2.9018,12.4193,4.0565,161738000,589701475.7,2708119648,68600000000000,-106936000,30200000000000,741806086.2,1120000000000,741800000,93843000,791100000,268480759.8,115.2886,110.957,25218496360,19.7555,15.6524,232.0975,NA,6.0876,12992968216,9988232939,16.8023,17.1914,20.5595,3,715000000000,17.8276,83.618,20598783992,10.1782,12909941492,92.9235,NA,80198000,3022430000,23.3275,5769200000,5022442333,7.5,3.89754,3.03728,NA,NA,NA,-5.6408,-14.06388,NA,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2.31370256,1.307712232,NA,NA,1.840224085,0.020318228,0.664700376,38.78672233,33.00766638
"Lesotho",0,0,0,NA,NA,-0.240607514,0.013663469,NA,NA,NA,NA,0,1,0,0,NA,25.4134,NA,NA,7.3921,-8.5568,6.2041,4.6355,2,-269904258.2,-3324316000,-52.0413,8.181,114.5642,0,12.6881,211836618.2,628664943.1,7.0598,95875000,98732000,6.4583,-17.5845,10.0547,4876411357,52.7175,3.9835,881242494.1,729860189.1,3172152670,6208953185,880153263.9,1398504102,-49.8911,-6319221225,-5876060128,-832963842.2,123.3643,1.1795,NA,NA,130344463.5,7.8068,130340000,NA,1019061787,4847885408,11777773660,1669564195,242.9466,5.0642,508.051,2416.9026,832.3576,4.4913,1419.6488,1503.2899,2847568125,3015337449,25.3908,-0.4701,258748290.2,1230918553,2990475000,423916279.2,14725909518,2087478668,3770117148,804998746.9,1604411276,26.5268,5.1563,-23.3643,39.069,31.2474,4601459712,652282222.7,13.857,1710588632,8757735108,11800347145,1672764111,102.6086,11.8515,1714629476,1916488397,9491373895,12085013313,1713117106,1811697470,8.0303,9.1609,7.6733,14.1317,34.6539,NA,NA,NA,NA,804998000,1730000000,151.8359,2990665000,4081458000,32.219,NA,16.3503,28.9888,27793000,32045515.44,625029985.5,-2071062000,-3134000,8520578843,420193614.2,2948135857,417914472.8,0,0,NA,35.173,22.9025,429160680,6.8555,4.5929,9.2615,128.7883,4.5536,76243747.12,110218199.2,0,0,NA,7,1704258687,4.7297,NA,NA,NA,NA,11.1683,NA,35398000,20994000,26.5508,443283000,12871446.29,5.0642,4.46816,3.30696,8.0303,5.84192,NA,12.6881,-1.83512,-12.44645,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,NA,NA,0.458708231,0.2413853,-0.175844948,-0.281681326,0.003560762,3.94096628,2.748845957
"Liberia",0,0,0,NA,NA,-0.023076923,-0.09929078,NA,NA,NA,NA,0,1,0,0,0.279358168,-28.7271,NA,NA,53.9719,NA,124.3485,30.8186,4,-39551379.73,67608727364,67.87,16.5827,NA,0,-28.7462,-211265530.2,1138788781,111.6104,626786000,627506000,3.7685,160.6114,9.9998,NA,33.2698,NA,542371979.5,NA,NA,14981720000,244510881.3,562229180,-50.5037,NA,-22742300000,-371168318.2,130.5037,158.0688,NA,NA,131637709.3,17.9118,131640000,0,523899702.2,485654240,45030980000,734933279.2,9272.2304,9.4,144.433,133.8892,202.6125,4.687,349.9784,370.5979,1269471291,1344264353,14.5658,NA,NA,NA,6559100000,107048544.6,34303480000,559853883.8,1024027133,196199388.3,498488922.9,20,NA,-30.5037,-14.7128,-19.3138,-6625304000,-108129034.6,NA,NA,NA,52207984000,852066397,83.7735,NA,1742493352,NA,NA,37724020000,615679199.6,1912283491,NA,15.9617,11.2776,15.0462,NA,NA,NA,NA,NA,200200000,501500000,95.4781,9099909313,12217874729,23.0959,1.6706,42.3538,100,626786000,NA,1138788781,72324874632,0,-43177511534,-149932938.4,-10727500000,-175079395.4,0,0,NA,975.5001,977.9307,4631975487,111.4823,111.9553,6.924,NA,-0.7895,346172591.1,1244004429,215.8922,49.0365,1016.9382,4,NA,112.0839,4.822,119359165.3,0.749,119359165.3,216.3703,5.55,351874000,255000,8.7841,64557000,0,9.4,-1.24,7.87,NA,NA,NA,-28.7462,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1.606113716,-0.178986638,-5.023333381,NA,14.66306563
"Libya",0,0,0,NA,NA,-0.04745969,-0.048479011,NA,NA,NA,NA,0,1,0,0,0.280968037,NA,NA,NA,NA,NA,0.0318,170.1388,NA,-20861903101,-60961000000,-38.8604,2.8975,NA,NA,48.7781,28453900000,598000000,NA,NA,NA,2.5,-66.2965,7.192,NA,NA,NA,47069400000,NA,NA,NA,NA,51540200000,NA,NA,NA,NA,NA,0.2181,NA,NA,3921800000,8.0383,4689000000,1.3152,45401318389,18800180127,73500000000,58333333333,390.9537,6.8,7374.5489,3053.7185,9475.0997,4.7557,13564.9603,14364.163,83512509097,88432790737,NA,NA,NA,NA,NA,NA,75260000000,59730158730,90550365045,46970000000,17701400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20367600000,NA,NA,NA,NA,22867600000,NA,5.3908,3.5,6,35.2493,NA,NA,NA,NA,46970000000,7750000000,93.8057,22013800000,25908200000,30.3921,0.2464,38.0431,NA,NA,NA,-218700000,-48727900000,NA,101000000000,1970800000,NA,NA,NA,0,-1409100000,NA,NA,NA,NA,NA,5.2795,NA,0.578,99400000,2666200000,NA,NA,NA,NA,NA,NA,NA,83259981377,43.6915,79404721377,4.741,NA,NA,762200000,0.0274,16000000,NA,6.8,4.11,NA,NA,NA,NA,48.7781,31.7189,19.77349,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,-0.662964626,-0.990503472,-1.318007385,NA,NA
"Liechtenstein",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",0,0,0,-0.197171422,NA,-0.114512182,-0.10928673,-0.621386993,-4.016155987,-0.574822077,-3.715197051,1,1,1,0,0.243689937,3.5089,2.9986,2.007,4.406,13.3058,NA,6.4132,5,-1210925061,-74000000,2.3177,48.804,109.71,6,-14.6358,-5692415690,2071217461,NA,NA,NA,5.4,60.2362,60.3116,48520817203,54.3841,4.3213,21186994072,11373455573,45493600000,53371800000,21152006341,21980465833,-13.4152,-13884180480,-13165500000,-5217675617,82.8972,5.2386,16.6607,9.3813,1408647110,5.186,2017036656,1.5642,19546500000,78186000000,98138700000,38893767958,125.5195,8.9246,5790.4953,23161.981,11521.9696,9.5204,16868.6823,17829.5631,56942227739,60185794293,18.2238,3.3318,3370482368,13481800000,17884600000,7087922322,94068770000,37280796592,57689816969,17161978837,23035810371,30.5179,21.9242,17.1028,20.4818,21.368,20100602168,7966155620,12.3572,14053147550,56212400000,63469600000,25153908650,67.7992,11.5824,26428548821,15122425000,60489700000,66537300000,26369681958,28835757480,5.7439,8.8232,1.4625,6.8625,45.1035,63.9769,69.5403,26.0562,10134220000,17169636750,24456256000,107.0246,27940000000,44264000000,41.0827,2.2716,21.698,NA,NA,690123796,1162875957,59115000000,NA,-3792612108,-1613736898,-4069930000,-1612971366,NA,-166272263.2,-229207114.7,NA,NA,NA,NA,NA,16.6336,NA,-1.8018,4025015236,3392738450,NA,NA,NA,5,3027217203,NA,NA,7721102181,3.2131,7565774556,19.0718,4.3,NA,566680000,3.6835,1432640000,1176976023,8.9246,8.43382,6.52698,5.7439,2.4337,2.06296,-14.6358,-9.38034,-8.51642,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,5.065463553,2.519697657,NA,NA,0.602361759,0.424332526,0.474514089,NA,NA
"Low___middle_income",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,20.4167,2.0026,1.9845,10.1363,3.3854,0.743,12.9892,4.6667,-905000000000,NA,NA,NA,113.899,2.1852,NA,398000000000,NA,3.7735,181000000000,531000000000,NA,73.2106,58.9942,NA,33.2084,11.4999,4940000000000,3500000000000,NA,NA,4880000000000,5240000000000,2.0576,NA,NA,NA,NA,4.865,9.6102,6.6475,366000000000,3.7105,522000000000,1.0791,9100000000000,NA,NA,14200000000000,NA,8.158,1637.813,NA,2560.1443,6.8235,4737.5519,5023.8545,26300000000000,27900000000000,13.6234,6.0307,1190000000000,NA,NA,1970000000000,NA,14100000000000,27600000000000,4260000000000,3740000000000,28.8061,12.2449,30.7635,31.7373,33.6422,NA,NA,7.802,5290000000000,NA,NA,7710000000000,31.1508,12.8648,4490000000000,3280000000000,NA,NA,4490000000000,5030000000000,NA,7.0056,7.1816,NA,74.9172,60.3106,67.5079,114.0646,14800000000000,4180000000000,3890000000000,56.477,NA,NA,69.5538,NA,NA,NA,39010104000,NA,NA,NA,-10204617000,NA,NA,NA,NA,85302997000,138000000000,NA,NA,NA,3380000000000,3.5933,1.3213,49.1222,NA,NA,682000000000,753000000000,16.4375,24.6702,22.1304,4.7333,NA,3.8723,111.2805,3830000000000,13.4301,3730000000000,9.7844,NA,15540198000,54245340000,2.0362,285000000000,NA,8.158,7.15954,5.36245,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Low_income",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,17.785,NA,NA,25.208,4.0008,7.6486,14.9126,4.5,NA,NA,NA,NA,114.7859,0.85,NA,-19688031610,NA,3.4014,6381345000,7764926000,NA,41.0088,34.8094,NA,34.3603,15.7302,166000000000,142000000000,NA,NA,156000000000,171000000000,-11.0282,NA,NA,NA,NA,3.3316,NA,NA,NA,4.5895,19974525956,NA,345000000000,NA,NA,465000000000,NA,6.8532,362.6184,NA,487.6629,4.6474,1238.3572,1319.5511,1180000000000,1260000000000,9.3398,NA,NA,NA,NA,49660586827,NA,461000000000,1270000000000,136000000000,186000000000,26.6834,16.9185,15.7308,24.2551,23.7597,NA,NA,NA,NA,NA,NA,333000000000,45.3884,21.235,223000000000,182000000000,NA,NA,209000000000,239000000000,NA,7.4,10.75,NA,50.0795,NA,NA,NA,54810917000,135000000000,189000000000,72.1584,NA,NA,44.7712,NA,NA,NA,3070939000,NA,NA,NA,601001000,NA,NA,NA,NA,724366000,6357500000,NA,NA,NA,117000000000,3.3089,1.429,31.9042,NA,NA,29747579257,37263259100,9.2968,12.5661,21.6762,4.075,NA,1.7467,52.0448,63705299275,4.7074,62870823773,15.464,NA,3803803000,2280145000,6.6216,24545977000,NA,6.8532,6.15774,5.19176,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.47850476,10.4707447
"Lower_middle_income",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,31.6406,1.9658,2.7694,13.5729,3.5555,0.5125,12.5387,4.1698,-543000000000,NA,NA,NA,113.1329,2.1698,NA,414000000000,NA,2.211,62426625000,159000000000,NA,93.4328,76.6641,NA,37.596,15.0651,2630000000000,2070000000000,NA,NA,2590000000000,2770000000000,3.7886,NA,NA,NA,NA,3.3255,7.9678,6.1041,175000000000,3.5416,233000000000,0.6222,4580000000000,NA,NA,6640000000000,NA,10.2842,1252.5186,NA,1815.4892,9.0318,4023.1119,4259.1192,14700000000000,15600000000000,12.2621,7.2875,580000000000,NA,NA,823000000000,NA,6710000000000,15500000000000,2250000000000,1830000000000,35.7334,11.5353,39.4151,42.7885,44.6077,NA,NA,7.3692,2290000000000,NA,NA,3190000000000,33.8074,10.8954,2230000000000,1640000000000,NA,NA,2240000000000,2400000000000,NA,6.989,7.4194,NA,107.1844,71.4935,61.9778,145.4835,9170000000000,2180000000000,1920000000000,60.9538,NA,NA,98.9017,NA,NA,NA,16801180000,11566458301,NA,NA,-4268695000,NA,NA,NA,NA,17577221000,68172300000,NA,NA,NA,1180000000000,2.1471,0.9592,68.833,NA,NA,378000000000,403000000000,13.9925,31.1786,16.708,4.4151,NA,2.4373,185.3327,2240000000000,14.7179,2200000000000,11.0102,NA,3897996000,12100997000,2.5168,166000000000,NA,10.2842,8.93876,7.25056,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.125478072,6.551678334
"Luxembourg",0,0,0,-0.052740713,-0.313234143,-0.114789459,-0.1092016,-0.5216551,-3.092383409,-0.438204561,-2.5976867,1,1,1,1,0.058606832,NA,0.8133,1.2103,0.3905,-0.1079,NA,2.2703,6,88608732.89,NA,NA,NA,105.0408,0,9.9647,4928515830,5841638046,NA,NA,NA,NA,189.7574,191.7193,51383280105,172.5001,5.5118,84155234153,45922332781,49844100000,62336700000,85317940436,247000000000,30.5572,7563000000,11042500000,15113462170,50.3299,NA,6.0924,9.4513,-65300892107,380.3484,188000000000,513.7662,26970333518,29273600000,36137200000,49459651812,123.4464,4.4564,56189.0143,60987.5561,103042.444,2.8556,72783.1655,79485.4641,34935409940,38152466383,15.1102,2.3846,3991431730,4332300000,5460400000,7473447936,29572137276,40474292779,31221289233,18256202197,23085148363,19.113,NA,49.6701,NA,NA,NA,NA,1.9993,10058595909,10917600000,12727400000,17419522610,141.9429,5.3561,61252686682,38954394693,42281100000,51294200000,70204478266,240000000000,2.3034,2.1914,NA,NA,NA,81.3623,65.8,335.8339,166000000000,22430305370,27547223640,101.0471,NA,NA,NA,NA,NA,NA,NA,-223249455.6,-2340640306,68573000000,NA,405000000000,-15633391336,-6565062724,-8985359033,NA,282000000000,133000000000,NA,NA,NA,NA,NA,NA,109.6292,NA,65899031957,38167538319,NA,NA,NA,7,1539180105,NA,NA,205249495.8,0.0103,143551995.8,210.407,3.86,NA,9280480000,3.1645,1565150000,4987230.892,4.4564,4.5176,5.25676,2.3034,2.34886,2.15967,9.9647,10.3619,9.91319,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,2.063465532,1.611397676,0.076420692,0.062427873,1.897573691,0.919551576,1.055828405,NA,NA
"Macao_China",0,0,0,-0.152779301,NA,0.004957312,0.006714773,NA,NA,NA,NA,0,1,1,0,0.317583767,NA,NA,NA,NA,NA,NA,1.6744,NA,-3458938602,-78855681000,-14.6737,12.6963,111.0109,NA,31.524,5863027277,100607826.9,NA,NA,NA,2.8511,-4.551,46.9077,121000000000,88.3206,28.0482,16955572879,16204988984,126000000000,132000000000,16426411478,18900380893,33.6803,51522900000,50337400000,6264065008,29.5497,NA,NA,NA,3510782724,23.508,4372162245,4.6314,15677572842,124000000000,149000000000,18598613721,120.2183,25.2671,30556.044,242305.2335,36249.2374,22.0536,49759.3954,52691.0549,25530351550,27034515672,7.3327,12.9263,1120640312,9165100000,10959200000,1363780037,148000000000,18444807039,26810945829,2545012856,7638612622,36.77,23.628,70.4503,NA,NA,NA,NA,11.623,3813891734,29507100000,33040000000,4111549422,54.6403,21.5003,10371107445,9796391020,74765800000,81663600000,10162346470,12469723038,5.574,4.9261,4.9573,7.8085,123.9523,NA,NA,NA,NA,2542671000,5365570000,42.5206,9313546000,185000000000,118.3962,1.7425,9.8479,NA,NA,313600013.9,-567630577.6,-6801760000,NA,216000000000,-153807579.8,-1235975115,-153806681.8,NA,309114.6287,-1251337805,NA,NA,NA,NA,NA,117.7149,NA,2.7471,14410560024,2732494823,NA,NA,NA,NA,-5437300285,NA,NA,13229919966,12.7316,13229919966,92.1738,3.03,NA,838420000,2.1438,398720000,60137691.03,25.2671,18.03256,10.19818,5.574,2.90772,0.52755,31.524,32.5234,NA,1,0,NA,NA,0,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,-0.045509934,-0.269252106,-0.834509571,NA,NA
"Macedonia_FYR",0,0,0,NA,-0.161532057,-0.1108253,-0.101690313,NA,NA,NA,NA,0,1,0,1,0.17867735,9.6454,0.7017,0.994,11.9589,-2.0446,2.7945,11.0168,5,-199011060.5,-8922464082,9.0056,26.6815,107.0013,3,-3.1125,-246713601,1479517479,NA,344705000,679047000,4.875,34.3793,36.7931,109000000000,53.1624,11.7607,4167508091,2060258098,102000000000,188000000000,4214004402,4380614353,-19.0804,-45855526912,-67606000000,-1512438453,96.6601,0.4568,13.6865,11.6208,320744089.9,4.0331,319688469.8,-0.0133,4234345269,232000000000,354000000000,7926664294,152.9611,5.8611,2078.6841,113715.4131,3891.2818,5.827,8420.241,9395.3183,17152297671,19138560987,17.9001,6.0986,746203590.4,37131694046,63424000000,1418881408,341000000000,7638123172,18441891914,3349491982,4976351498,22.4203,10.7673,3.3399,17.106,17.7522,60610263326,1355934279,7.8733,3404016949,192000000000,268000000000,5990313097,72.2428,15.2274,5759443596,2917473702,148000000000,256000000000,5726442855,6007060631,3.6132,7.6515,5.3583,10.2333,50.5539,76.03,62.496,34.2551,2715287000,3356000000,5228000000,108.2927,48857535918,179000000000,44.6146,1.7686,30.7136,58.0778,200197000,-1614639,1379732677,122000000000,-84139000,110000000000,-34510772.18,-12897788384,-288541122.2,0,0,150302439,99.7707,54.3997,3567870120,7.8689,4.513,36.7649,97.0142,2.3984,818016109,783092098.3,25.8932,31.8155,52.8311,7,6720461455,8.8902,60.2211,2264233637,4.5231,2082249978,20.199,34.93,0,24870000,4.3525,345010000,239203896,5.8611,4.16384,2.94144,3.6132,1.81558,2.24637,-3.1125,-3.82454,-4.82449,1,0,NA,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,0.015501738,0.013910803,0.343793415,0.177990106,0.049811973,22.48198203,15.30995392
